question_id,set,difficulty,time_limit_ms,mode,instruction_en,instruction_hi,option_1,option_2,option_3,correct_positions,category,trap,twist_eligible,points
Q001192,daily-060,4,2100,rule,TAP THE ANIMAL,जानवर पर टैप करें,DOG,LYCHEE,RULER,1,animal,,yes,18
Q001193,daily-060,4,2100,go,TAP GUAVA,GUAVA पर टैप करें,MUMBAI,THUNDER,GUAVA,3,mixed,,yes,15
Q001194,daily-060,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,3,63,82,3,even,,yes,18
Q001195,daily-060,5,1700,go,TAP MOUNTAIN,MOUNTAIN पर टैप करें,HAIR,MOUNTAIN,APPLE,2,mixed,,yes,18
Q001196,daily-060,5,1700,go,TAP FLOWER,FLOWER पर टैप करें,FLOWER,APPLE,SOCKS,1,mixed,,yes,18
Q001197,daily-060,5,1700,hold,DON'T TAP IF YOU SEE METRO,अगर METRO दिखे तो टैप न करें,NOSE,FOOT,OVER,"1,2,3",mixed,,no,26
Q001198,daily-060,5,1700,go,TAP NOON,NOON पर टैप करें,NOON,RAINY,JALEBI,1,mixed,,yes,18
Q001199,daily-060,5,1700,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,21
Q001200,daily-060,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,CAMEL,BLACK,LYCHEE,2,colour,,yes,21
Q001201,daily-061,1,4000,go,TAP 44,44 पर टैप करें,8,20,44,3,mixed,,no,10
Q001202,daily-061,1,4000,except,TAP BOTH EXCEPT TAILOR,TAILOR छोड़कर बाकी दोनों पर टैप करें,TAILOR,CLOCK,PILLOW,"2,3",mixed,,no,15
Q001203,daily-061,2,3200,except,TAP BOTH EXCEPT COCONUT,COCONUT छोड़कर बाकी दोनों पर टैप करें,COCONUT,CREASE,PANEER,"2,3",mixed,,no,17
Q001204,daily-061,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,LEFT,MIDDLE,2,position,slot_conflict,yes,14
Q001205,daily-061,2,3200,go,TAP SUNDAY,SUNDAY पर टैप करें,LEAF,SUNDAY,CUSTARD APPLE,2,mixed,,no,12
Q001206,daily-061,3,2600,except,TAP BOTH EXCEPT PENCIL,PENCIL छोड़कर बाकी दोनों पर टैप करें,OVAL,PENCIL,FLUTE,"1,3",mixed,,no,20
Q001207,daily-061,3,2600,go,TAP CLOUD,CLOUD पर टैप करें,THUNDER,CLOUD,CHAPATI,2,mixed,,yes,13
Q001208,daily-061,3,2600,go,TAP SOCKS,SOCKS पर टैप करें,HALWA,DOG,SOCKS,3,mixed,,yes,13
Q001209,daily-061,3,2600,rule,TAP THE SHAPE,आकृति पर टैप करें,COCONUT,DHOTI,CUBE,3,shape,,no,16
Q001210,daily-061,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,69,26,31,2,even,,yes,18
Q001211,daily-061,4,2100,except,TAP BOTH EXCEPT RIVER,RIVER छोड़कर बाकी दोनों पर टैप करें,TEMPLE,RIVER,TODAY,"1,3",mixed,,no,23
Q001212,daily-061,4,2100,go,TAP 17,17 पर टैप करें,FOUR,4,17,3,mixed,digit_word,yes,15
Q001213,daily-061,4,2100,go,TAP 37,37 पर टैप करें,37,ONE,1,1,mixed,digit_word,yes,15
Q001214,daily-061,4,2100,hold,DON'T TAP IF YOU SEE MOUSE,अगर MOUSE दिखे तो टैप न करें,MOUSE,WHITE,ELBOW,,mixed,no_go,no,23
Q001215,daily-061,5,1700,go,TAP BOOK,BOOK पर टैप करें,BOOK,ORANGE,MORNING,1,mixed,,yes,18
Q001216,daily-061,5,1700,go,TAP RABBIT,RABBIT पर टैप करें,SCHOOL,DRUM,RABBIT,3,mixed,,yes,18
Q001217,daily-061,5,1700,hold,DON'T TAP IF YOU SEE POTTER,अगर POTTER दिखे तो टैप न करें,SUNDAY,LUCKNOW,POTTER,,mixed,no_go,no,26
Q001218,daily-061,5,1700,hold,DON'T TAP IF YOU SEE SAREE,अगर SAREE दिखे तो टैप न करें,SAREE,MOUNTAIN,SAMOSA,,mixed,no_go,no,26
Q001219,daily-061,5,1700,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,21
Q001220,daily-061,5,1700,except,TAP BOTH EXCEPT PONGAL,PONGAL छोड़कर बाकी दोनों पर टैप करें,FISH,PONGAL,BIRYANI,"1,3",mixed,,no,26
Q001221,daily-062,1,4000,except,TAP BOTH EXCEPT WEAVER,WEAVER छोड़कर बाकी दोनों पर टैप करें,WEAVER,HEART,STUMPS,"2,3",mixed,,no,15
Q001222,daily-062,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,12
Q001223,daily-062,2,3200,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,92,83,68,2,odd,,no,14
Q001224,daily-062,2,3200,hold,DON'T TAP IF YOU SEE TRAIN,अगर TRAIN दिखे तो टैप न करें,TRAIN,HAIR,BUCKET,,mixed,no_go,no,17
Q001225,daily-062,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,MIDDLE,RIGHT,1,position,,yes,14
Q001226,daily-062,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,LEFT,MIDDLE,2,position,slot_conflict,yes,16
Q001227,daily-062,3,2600,rule,TAP THE ANIMAL,जानवर पर टैप करें,MOUSE,ORANGE,TRACTOR,1,animal,,no,16
Q001228,daily-062,3,2600,hold,DON'T TAP IF YOU SEE HAIR,अगर HAIR दिखे तो टैप न करें,PURI,BENGALURU,BUFFALO,"1,2,3",mixed,,no,20
Q001229,daily-062,3,2600,hold,DON'T TAP IF YOU SEE DHOTI,अगर DHOTI दिखे तो टैप न करें,CATCH,BANANA,FOREST,"1,2,3",mixed,,no,20
Q001230,daily-062,4,2100,hold,DON'T TAP IF YOU SEE CROW,अगर CROW दिखे तो टैप न करें,PUNE,BROWN,TABLE,"1,2,3",mixed,,no,23
Q001231,daily-062,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,18
Q001232,daily-062,4,2100,go,TAP CROW,CROW पर टैप करें,GOAT,CROW,CROWN,2,mixed,lookalike,yes,15
Q001233,daily-062,4,2100,go,TAP ORANGE,ORANGE पर टैप करें,PILLOW,ORANGE,LADDU,2,mixed,,yes,15
Q001234,daily-062,4,2100,go,TAP EVENING,EVENING पर टैप करें,EVENING,BAG,SCHOOL,1,mixed,,yes,15
Q001235,daily-062,5,1700,go,TAP YELLOW,YELLOW पर टैप करें,YELLOW,DOG,SCOOTER,1,mixed,,yes,18
Q001236,daily-062,5,1700,go,TAP LION,LION पर टैप करें,IRON,LION,KNEE,2,mixed,lookalike,yes,18
Q001237,daily-062,5,1700,rule,TAP THE ANIMAL,जानवर पर टैप करें,BEAT,SPOON,HORSE,3,animal,,yes,21
Q001238,daily-062,5,1700,go,TAP 1,1 पर टैप करें,52,1,ONE,2,mixed,digit_word,yes,18
Q001239,daily-062,5,1700,go,TAP RUNOUT,RUNOUT पर टैप करें,DIWALI,HAIL,RUNOUT,3,mixed,,yes,18
Q001240,daily-062,5,1700,rule,TAP THE FRUIT,फल पर टैप करें,JAIPUR,COCONUT,CLOUDY,2,fruit,,yes,21
Q001241,daily-063,1,4000,go,TAP 56,56 पर टैप करें,80,6,56,3,mixed,,no,10
Q001242,daily-063,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,RIGHT,MIDDLE,2,position,slot_conflict,yes,12
Q001243,daily-063,2,3200,except,TAP BOTH EXCEPT OFFICE,OFFICE छोड़कर बाकी दोनों पर टैप करें,OFFICE,CROSS,DOSA,"2,3",mixed,,no,17
Q001244,daily-063,2,3200,go,TAP NAGPUR,NAGPUR पर टैप करें,BROOM,OVER,NAGPUR,3,mixed,,no,12
Q001245,daily-063,2,3200,except,TAP BOTH EXCEPT TOMORROW,TOMORROW छोड़कर बाकी दोनों पर टैप करें,TOMORROW,VEENA,KOLKATA,"2,3",mixed,,no,17
Q001246,daily-063,3,2600,go,TAP NAVRATRI,NAVRATRI पर टैप करें,PEN,RUNOUT,NAVRATRI,3,mixed,,yes,13
Q001247,daily-063,3,2600,go,TAP EID,EID पर टैप करें,EID,SHOP,STAR,1,mixed,,yes,13
Q001248,daily-063,3,2600,go,TAP TOMORROW,TOMORROW पर टैप करें,CAMEL,NIGHT,TOMORROW,3,mixed,,yes,13
Q001249,daily-063,3,2600,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,CHENNAI,DUSSEHRA,GUAVA,2,festival,,no,16
Q001250,daily-063,4,2100,go,TAP TOMORROW,TOMORROW पर टैप करें,BENCH,TOMORROW,NAVRATRI,2,mixed,,yes,15
Q001251,daily-063,4,2100,except,TAP BOTH EXCEPT STATION,STATION छोड़कर बाकी दोनों पर टैप करें,STATION,KHEER,JAIPUR,"2,3",mixed,,no,23
Q001252,daily-063,4,2100,hold,DON'T TAP IF YOU SEE FISH,अगर FISH दिखे तो टैप न करें,WATERMELON,FISH,CLOUDY,,mixed,no_go,no,23
Q001253,daily-063,4,2100,except,TAP BOTH EXCEPT DOOR,DOOR छोड़कर बाकी दोनों पर टैप करें,BENGALURU,DAL,DOOR,"1,2",mixed,,no,23
Q001254,daily-063,4,2100,go,TAP 18,18 पर टैप करें,6,18,SIX,2,mixed,digit_word,yes,15
Q001255,daily-063,5,1700,go,TAP CLOUDY,CLOUDY पर टैप करें,LION,CLOUDY,IRON,2,mixed,lookalike,yes,18
Q001256,daily-063,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,23,63,80,3,even,,yes,21
Q001257,daily-063,5,1700,go,TAP CATCH,CATCH पर टैप करें,VADA,DIAMOND,CATCH,3,mixed,,yes,18
Q001258,daily-063,5,1700,except,TAP BOTH EXCEPT UPMA,UPMA छोड़कर बाकी दोनों पर टैप करें,HAND,UPMA,BARBER,"1,3",mixed,,no,26
Q001259,daily-063,5,1700,go,TAP TIGER,TIGER पर टैप करें,TIGER,TRACTOR,PILLOW,1,mixed,,yes,18
Q001260,daily-063,5,1700,except,TAP BOTH EXCEPT TRACTOR,TRACTOR छोड़कर बाकी दोनों पर टैप करें,FARMER,TRACTOR,MORNING,"1,3",mixed,,no,26
Q001261,daily-064,1,4000,go,TAP 10,10 पर टैप करें,3,80,10,3,mixed,,no,10
Q001262,daily-064,1,4000,except,TAP BOTH EXCEPT TAILOR,TAILOR छोड़कर बाकी दोनों पर टैप करें,BANANA,TAILOR,LUCKNOW,"1,3",mixed,,no,15
Q001263,daily-064,2,3200,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,14
Q001264,daily-064,2,3200,except,TAP BOTH EXCEPT WIND,WIND छोड़कर बाकी दोनों पर टैप करें,LYCHEE,WIND,FISH,"1,3",mixed,,no,17
Q001265,daily-064,2,3200,go,TAP SPOON,SPOON पर टैप करें,SPOON,BLUE,HAIR,1,mixed,,no,12
Q001266,daily-064,3,2600,go,TAP FINGER,FINGER पर टैप करें,FINGER,LADDU,RABBIT,1,mixed,,yes,13
Q001267,daily-064,3,2600,hold,DON'T TAP IF YOU SEE MONDAY,अगर MONDAY दिखे तो टैप न करें,GUAVA,MONDAY,HORSE,,mixed,no_go,no,20
Q001268,daily-064,3,2600,go,TAP LEAF,LEAF पर टैप करें,LEAF,NAVRATRI,LEAP,1,mixed,lookalike,yes,13
Q001269,daily-064,3,2600,except,TAP BOTH EXCEPT KOCHI,KOCHI छोड़कर बाकी दोनों पर टैप करें,CHAPATI,FLOWER,KOCHI,"1,2",mixed,,no,20
Q001270,daily-064,4,2100,go,TAP OVAL,OVAL पर टैप करें,CAT,OVAL,ERASER,2,mixed,,yes,15
Q001271,daily-064,4,2100,go,TAP BOOT,BOOT पर टैप करें,BOOK,BOOT,DOOR,2,mixed,lookalike,yes,15
Q001272,daily-064,4,2100,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,83,50,64,1,biggest,,yes,18
Q001273,daily-064,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,18
Q001274,daily-064,4,2100,except,TAP BOTH EXCEPT BOAT,BOAT छोड़कर बाकी दोनों पर टैप करें,GOAT,BOAT,PURI,"1,3",mixed,,no,23
Q001275,daily-064,5,1700,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,58,53,76,2,odd,,yes,21
Q001276,daily-064,5,1700,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,46,83,86,3,biggest,,yes,21
Q001277,daily-064,5,1700,hold,DON'T TAP IF YOU SEE OFFICE,अगर OFFICE दिखे तो टैप न करें,OFFICE,FRIDAY,BLACK,,mixed,no_go,no,26
Q001278,daily-064,5,1700,except,TAP BOTH EXCEPT CHRISTMAS,CHRISTMAS छोड़कर बाकी दोनों पर टैप करें,MONTH,CHRISTMAS,PILLOW,"1,3",mixed,,no,26
Q001279,daily-064,5,1700,except,TAP BOTH EXCEPT WATERMELON,WATERMELON छोड़कर बाकी दोनों पर टैप करें,LEAF,GREEN,WATERMELON,"1,2",mixed,,no,26
Q001280,daily-064,5,1700,hold,DON'T TAP IF YOU SEE SCARF,अगर SCARF दिखे तो टैप न करें,RIVER,SCARF,CHAPATI,,mixed,no_go,no,26
Q001281,daily-065,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,12
Q001282,daily-065,1,4000,go,TAP BOAT,BOAT पर टैप करें,BRIDGE,CHAPATI,BOAT,3,mixed,,no,10
Q001283,daily-065,2,3200,hold,DON'T TAP IF YOU SEE POMEGRANATE,अगर POMEGRANATE दिखे तो टैप न करें,ORANGE,HAIR,POMEGRANATE,,mixed,no_go,no,17
Q001284,daily-065,2,3200,except,TAP BOTH EXCEPT SOCKS,SOCKS छोड़कर बाकी दोनों पर टैप करें,SOCKS,BAT,MONDAY,"2,3",mixed,,no,17
Q001285,daily-065,2,3200,except,TAP BOTH EXCEPT GUAVA,GUAVA छोड़कर बाकी दोनों पर टैप करें,GUAVA,TOOTH,THUMB,"2,3",mixed,,no,17
Q001286,daily-065,3,2600,rule,TAP THE FRUIT,फल पर टैप करें,DOG,ONAM,PAPAYA,3,fruit,,no,16
Q001287,daily-065,3,2600,hold,DON'T TAP IF YOU SEE SCARF,अगर SCARF दिखे तो टैप न करें,ORANGE,SCARF,WINDOW,,mixed,no_go,no,20
Q001288,daily-065,3,2600,hold,DON'T TAP IF YOU SEE TOMORROW,अगर TOMORROW दिखे तो टैप न करें,TOMORROW,GUARD,BALL,,mixed,no_go,no,20
Q001289,daily-065,3,2600,hold,DON'T TAP IF YOU SEE TURBAN,अगर TURBAN दिखे तो टैप न करें,KNEE,GOLDEN,WHISTLE,"1,2,3",mixed,,no,20
Q001290,daily-065,4,2100,hold,DON'T TAP IF YOU SEE SPOON,अगर SPOON दिखे तो टैप न करें,LAMP,MOUSE,SPOON,,mixed,no_go,no,23
Q001291,daily-065,4,2100,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,CIRCLE,PONGAL,BUCKET,2,festival,,yes,18
Q001292,daily-065,4,2100,hold,DON'T TAP IF YOU SEE RED,अगर RED दिखे तो टैप न करें,BELL,RED,TRAIN,,mixed,no_go,no,23
Q001293,daily-065,4,2100,go,TAP 1,1 पर टैप करें,1,77,ONE,1,mixed,digit_word,yes,15
Q001294,daily-065,4,2100,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,CHRISTMAS,TABLE,FOREST,1,festival,,yes,18
Q001295,daily-065,5,1700,go,TAP VADA,VADA पर टैप करें,GRAPES,VADA,IDLI,2,mixed,,yes,18
Q001296,daily-065,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,58,68,73,1,smallest,,yes,21
Q001297,daily-065,5,1700,except,TAP BOTH EXCEPT BAT,BAT छोड़कर बाकी दोनों पर टैप करें,MOUSE,BAT,CATCH,"1,3",mixed,,no,26
Q001298,daily-065,5,1700,go,TAP 13,13 पर टैप करें,8,13,EIGHT,2,mixed,digit_word,yes,18
Q001299,daily-065,5,1700,go,TAP FROST,FROST पर टैप करें,DIAMOND,FROST,BAISAKHI,2,mixed,,yes,18
Q001300,daily-065,5,1700,rule,TAP THE FRUIT,फल पर टैप करें,JAIPUR,CHIKOO,WEAVER,2,fruit,,yes,21
Q001301,daily-066,1,4000,go,TAP 2,2 पर टैप करें,2,35,66,1,mixed,,no,10
Q001302,daily-066,1,4000,go,TAP LOHRI,LOHRI पर टैप करें,CHAIR,THUNDER,LOHRI,3,mixed,,no,10
Q001303,daily-066,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,14
Q001304,daily-066,2,3200,go,TAP 2,2 पर टैप करें,28,59,2,3,mixed,,no,12
Q001305,daily-066,2,3200,go,TAP TOOTH,TOOTH पर टैप करें,LEHENGA,SQUARE,TOOTH,3,mixed,,no,12
Q001306,daily-066,3,2600,go,TAP 30,30 पर टैप करें,TWO,30,2,2,mixed,digit_word,yes,13
Q001307,daily-066,3,2600,go,TAP HOSPITAL,HOSPITAL पर टैप करें,HOSPITAL,STORM,JAIPUR,1,mixed,,yes,13
Q001308,daily-066,3,2600,hold,DON'T TAP IF YOU SEE VADA,अगर VADA दिखे तो टैप न करें,COCONUT,LION,VADA,,mixed,no_go,no,20
Q001309,daily-066,3,2600,rule,TAP THE VEHICLE,वाहन पर टैप करें,RUNOUT,UGADI,BUS,3,vehicle,,no,16
Q001310,daily-066,4,2100,except,TAP BOTH EXCEPT ELBOW,ELBOW छोड़कर बाकी दोनों पर टैप करें,SCHOOL,ELBOW,CHAIR,"1,3",mixed,,no,23
Q001311,daily-066,4,2100,except,TAP BOTH EXCEPT MONKEY,MONKEY छोड़कर बाकी दोनों पर टैप करें,MONKEY,FROST,BLUE,"2,3",mixed,,no,23
Q001312,daily-066,4,2100,except,TAP BOTH EXCEPT HAND,HAND छोड़कर बाकी दोनों पर टैप करें,HAND,PATNA,DELHI,"2,3",mixed,,no,23
Q001313,daily-066,4,2100,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,18
Q001314,daily-066,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,18
Q001315,daily-066,5,1700,go,TAP MOUSE,MOUSE पर टैप करें,KOLKATA,KNEE,MOUSE,3,mixed,,yes,18
Q001316,daily-066,5,1700,except,TAP BOTH EXCEPT KNEE,KNEE छोड़कर बाकी दोनों पर टैप करें,SONG,KNEE,BAG,"1,3",mixed,,no,26
Q001317,daily-066,5,1700,except,TAP BOTH EXCEPT SITAR,SITAR छोड़कर बाकी दोनों पर टैप करें,FISH,SITAR,COW,"1,3",mixed,,no,26
Q001318,daily-066,5,1700,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,21
Q001319,daily-066,5,1700,go,TAP 3,3 पर टैप करें,3,THREE,26,1,mixed,digit_word,yes,18
Q001320,daily-066,5,1700,go,TAP BROWN,BROWN पर टैप करें,DELHI,EVENING,BROWN,3,mixed,,yes,18
Q001321,daily-067,1,4000,except,TAP BOTH EXCEPT METRO,METRO छोड़कर बाकी दोनों पर टैप करें,METRO,STAR,FOG,"2,3",mixed,,no,15
Q001322,daily-067,1,4000,go,TAP PURPLE,PURPLE पर टैप करें,PURPLE,INDORE,ONAM,1,mixed,,no,10
Q001323,daily-067,2,3200,except,TAP BOTH EXCEPT SUNNY,SUNNY छोड़कर बाकी दोनों पर टैप करें,DOG,SUNNY,HAIL,"1,3",mixed,,no,17
Q001324,daily-067,2,3200,hold,DON'T TAP IF YOU SEE PONGAL,अगर PONGAL दिखे तो टैप न करें,CHENNAI,PONGAL,HELMET,,mixed,no_go,no,17
Q001325,daily-067,2,3200,go,TAP DHOTI,DHOTI पर टैप करें,DHOTI,SHOP,EID,1,mixed,,no,12
Q001326,daily-067,3,2600,except,TAP BOTH EXCEPT FRIDAY,FRIDAY छोड़कर बाकी दोनों पर टैप करें,RICKSHAW,BAT,FRIDAY,"1,2",mixed,,no,20
Q001327,daily-067,3,2600,hold,DON'T TAP IF YOU SEE TOMORROW,अगर TOMORROW दिखे तो टैप न करें,SNAKE,STATION,TOMORROW,,mixed,no_go,no,20
Q001328,daily-067,3,2600,except,TAP BOTH EXCEPT ELEPHANT,ELEPHANT छोड़कर बाकी दोनों पर टैप करें,ELEPHANT,ORANGE,CHAIR,"2,3",mixed,,no,20
